"Front";"Back";"Tags"
"<strong>How are follow-up actions triggered?</strong><br><br>A) Based on the number of days overdue starting from the creation date of the invoice.<br>B) Based on the number of days overdue starting from the due date of the invoice.<br>C) Based on the number of days overdue starting from the invoice date of the invoice.";"✅ <strong>Jawaban: B) Based on the number of days overdue starting from the due date of the invoice.</strong>";"odoo19::introduction"
"<strong>Which feature allows you to automatically change the income or expense account that a product should use based on the customer or vendor?</strong><br><br>A) Fiscal Positions.<br>B) Fiscal Localizations.<br>C) Account Groups.";"✅ <strong>Jawaban: A) Fiscal Positions.</strong>";"odoo19::purchase"
"<strong>How can you configure payments to create journal entries automatically?</strong><br><br>A) Payments automatically create journal entries by default.<br>B) Enable the ""Auto check on post"" option in the journal that is used to record the payment.<br>C) By adding an outstanding payments/receipts account to the payment method in the journal that is used to record the payment.";"✅ <strong>Jawaban: C) By adding an outstanding payments/receipts account to the payment method in the journal that is used to record the payment.</strong>";"odoo19::accounting"
"<strong>Apart from miscellaneous, what are the different types of journals you can create?</strong><br><br>A) Cash, Bank, Sales, Loan, and Purchase.<br>B) Cash, Bank, Sales, Purchase, and Tax.<br>C) Bank, Cash, Credit card, Sales, and Purchase.";"✅ <strong>Jawaban: C) Bank, Cash, Credit card, Sales, and Purchase.</strong>";"odoo19::accounting"
"<strong>How can an external user access a spreadsheet containing dynamic Odoo data, i.e., formulas that retrieve live data from the database or links to Odoo views?</strong><br><br>A) An external user can only access a spreadsheet containing dynamic Odoo data in read-only mode.<br>B) An external user cannot access a spreadsheet containing dynamic Odoo data.<br>C) An external user who has read-only access can click the 'Request edit access' button.";"✅ <strong>Jawaban: B) An external user cannot access a spreadsheet containing dynamic Odoo data.</strong>";"odoo19::spreadsheet"
"<strong>If you wanted to set a color for ""Sick Time Off"" (as displayed in the dashboard view of the Time Off module), where would you go to do this?</strong><br><br>A) From Configuration > Time Off Types<br>B) From Management > Time Off<br>C) Colors are set by default and are unchangeable";"✅ <strong>Jawaban: A) From Configuration > Time Off Types</strong>";"odoo19::hr"
"<strong>In the Payroll application, what source creates Work Entries?</strong><br><br>A) Working Schedules, Contracts, and Projects<br>B) Working Schedules, Employees, and Time Off<br>C) Working Schedules, Attendance, and Planning";"✅ <strong>Jawaban: C) Working Schedules, Attendance, and Planning</strong>";"odoo19::introduction"
"<strong>How can a user view a job applicant's record without having full access rights to the Recruitment app?</strong><br><br>A) All applicant records are visible, but the Details and Skills tabs are hidden.<br>B) By referring a candidate for a position<br>C) By being added as an Interviewer on either the job position or the applicant's record.";"✅ <strong>Jawaban: C) By being added as an Interviewer on either the job position or the applicant's record.</strong>";"odoo19::hr"
"<strong>What is this screen? (Shows ""Welcome to My Company (San Francisco)"", ""Check in"" button, and a QR code)</strong><br><br>A) A Frontdesk kiosk<br>B) An Attendances kiosk<br>C) A Visitors kiosk";"✅ <strong>Jawaban: B) An Attendances kiosk</strong>";"odoo19::introduction"
"<strong>When configuring bookings, what should you do to enable the selection of existing tables?</strong><br><br>A) Set the 'Assignment' field to 'By visitor'.<br>B) Enable 'Manage Capacities'.<br>C) Set the 'Book' field to 'Resources'.";"✅ <strong>Jawaban: C) Set the 'Book' field to 'Resources'.</strong>";"odoo19::introduction"
"<strong>Is a receipt automatically created when an RFQ is confirmed?</strong><br><br>A) Yes, if the Inventory app is installed<br>B) Yes, if there are some ""Goods""-type products in the RFQ<br>C) Both answers above are true";"✅ <strong>Jawaban: C) Both answers above are true</strong>";"odoo19::purchase"
"<strong>Once you validate a purchase order, is it still possible to add purchase order lines?</strong><br><br>A) Yes, as long as the purchase order is not 'Locked'<br>B) Yes, as long as the purchase order hasn't been sent to the customer<br>C) No, never";"✅ <strong>Jawaban: A) Yes, as long as the purchase order is not 'Locked'</strong>";"odoo19::purchase"
"<strong>During the sales process, you sell a product to your customer and select the 'Dropship' route on the sales order line. What will happen when the sales order is validated?</strong><br><br>A) A delivery order is created, going directly from your supplier to the customer - no purchase order is needed<br>B) A delivery order to your customer will be created. You will order the product from your supplier, receive it, and deliver it to your customer<br>C) A request for quotation will be created for the vendor set on your product. Once validated, a DS operation will be generated to directly send the product from the supplier to your customer";"✅ <strong>Jawaban: C) A request for quotation will be created for the vendor set on your product. Once validated, a DS operation will be generated to directly send the product from the supplier to your customer</strong>";"odoo19::inventory"
"<strong>You've confirmed several purchase orders in Odoo, but some still show the status ""Not Acknowledged."" What does this status indicate, and how can it be updated?</strong><br><br>A) It means the vendor has not yet confirmed they will fulfill the order<br>B) It means the purchase order hasn't been approved internally yet and will update automatically once it's validated by a manager<br>C) It means the vendor rejected the order and it must be canceled or reissued";"✅ <strong>Jawaban: A) It means the vendor has not yet confirmed they will fulfill the order</strong>";"odoo19::purchase"
"<strong>You receive 10 units of a product from a vendor into WH/Stock. In the ""Locations"" report, how do the stock levels change for the Vendor Location and Internal Location?</strong><br><br>A) Vendor Location: +10 units / Internal Location: -10 units<br>B) Vendor Location: -10 units / Internal Location: +10 units<br>C) Both locations increase by +10 units";"✅ <strong>Jawaban: B) Vendor Location: -10 units / Internal Location: +10 units</strong>";"odoo19::inventory"
"<strong>You want a product to be replenished automatically in two warehouses: one via buying and the other via manufacturing. How can this be configured in Odoo?</strong><br><br>A) Create two products (one for each warehouse). For each reordering rule, set the Method to ""Buy"" and the alternative Method to ""Manufacture""<br>B) Create multiple reordering rules for the same product, each linked to a different Warehouse and Route<br>C) Create one reordering rule and assign multiple warehouses to it";"✅ <strong>Jawaban: B) Create multiple reordering rules for the same product, each linked to a different Warehouse and Route</strong>";"odoo19::mrp"
"<strong>You're using the Average Cost valuation method, and the unit cost of a component suddenly increases. Where should you look to identify which stock moves caused the change?</strong><br><br>A) Review the component's receipts under Inventory > Operations > Receipts to check if one vendor price was unusually high<br>B) Open Inventory > Reporting > Stock, locate the component, and click the Unit Cost to see all stock moves that affected its valuation<br>C) Open to Inventory > Reporting > Valuation and expand the grouped by view of products to view the component's stock valuation layers";"✅ <strong>Jawaban: B) Open Inventory > Reporting > Stock, locate the component, and click the Unit Cost to see all stock moves that affected its valuation</strong>";"odoo19::inventory"
"<strong>A product is tracked by lot numbers, and there are three quantities of Lot 123 on hand, each valued at 50, 35, and 35 USD per unit, with 35 USD being the most recently received value. If you perform an inventory adjustment to increase the quantity of Lot 123 from 3 to 5 units, what will be the updated valuation per unit?</strong><br><br>A) 40.0<br>B) 50.0<br>C) 35.0";"✅ <strong>Jawaban: A) 40.0</strong>";"odoo19::inventory"
"<strong>You have 20 units of a table in stock, 10 of which belong to you, and the other 10 belong to Azure Interior. Each table has a cost of $500. What is the total inventory valuation for the 10 units that belong to your company?</strong><br><br>A) 5000.0<br>B) 10000.0<br>C) 500.0";"✅ <strong>Jawaban: A) 5000.0</strong>";"odoo19::inventory"
"<strong>Which of the following best describes the difference between a reservation method and a removal strategy?</strong><br><br>A) A reservation method determines which orders receive available stock first, while a removal strategy determines which specific stock units are used to fulfill those orders<br>B) A reservation method decides how stock is reserved for orders while a removal strategy defines how products move between locations<br>C) A reservation method is required the Lots & Serial Numbers setting to be enabled, while removal strategy requires the Storage Locations setting";"✅ <strong>Jawaban: A) A reservation method determines which orders receive available stock first, while a removal strategy determines which specific stock units are used to fulfill those orders</strong>";"odoo19::introduction"
"<strong>Can a company that uses warehouse locations have two different products with the same serial number stored in separate locations?</strong><br><br>A) Yes<br>B) Yes, but only if the 'Allow Duplicate Lot/Serial Numbers' setting is activated<br>C) No";"✅ <strong>Jawaban: A) Yes</strong>";"odoo19::inventory"
"<strong>How do you configure your BoMs to produce several products at once (A + B = C + D)?</strong><br><br>A) By enabling the 'By-Products' setting, and then specifying by-products on the 'By-products' tab of the BoM<br>B) By creating a separate kit BoM, and adding it as a component to the main BoM<br>C) By defining a by-product on the routing";"✅ <strong>Jawaban: A) By enabling the 'By-Products' setting, and then specifying by-products on the 'By-products' tab of the BoM</strong>";"odoo19::mrp"
"<strong>When are forecasted quantities updated for components used in a manufacturing order?</strong><br><br>A) At confirmation of the manufacturing order<br>B) At the validation of the finished product<br>C) When the manufacturing order is marked as done";"✅ <strong>Jawaban: A) At confirmation of the manufacturing order</strong>";"odoo19::mrp"
"<strong>Can you use a kit as a component in a bill of materials?</strong><br><br>A) Yes<br>B) No<br>C) Only when the 'BoM Kits' setting is enabled";"✅ <strong>Jawaban: A) Yes</strong>";"odoo19::mrp"
"<strong>How can you access an existing PDF report in order to edit it?</strong><br><br>A) Go to Settings app -> Technical -> Reports, then search for the name of the report.<br>B) Open Studio, click Reports, and search for the specific report name or model.<br>C) Use the '/report' command in any view's editor then enter the name of the report.";"✅ <strong>Jawaban: B) Open Studio, click Reports, and search for the specific report name or model.</strong>";"odoo19::introduction"
"<strong>If an automation rule includes both an 'Update Record' action and a 'Send Email' action, and the 'Update Record' action is defined first, what data will the email template use?</strong><br><br>A) The email will use a mixture of the old and new values, requiring a 5-minute delay for consistency.<br>B) The email will always use the original field values before the trigger occurred, regardless of action order.<br>C) The email will use the updated field values, as actions are executed in the order they are defined.";"✅ <strong>Jawaban: C) The email will use the updated field values, as actions are executed in the order they are defined.</strong>";"odoo19::introduction"
"<strong>How can a user enable or disable onboarding tours?</strong><br><br>A) Through the Settings app, under User Preferences, by turning the Show Onboarding Tips option on or off.<br>B) From the user menu, select Preferences > Interface Options, and uncheck Display Onboarding Tours.<br>C) Activate Developer Mode, open the debug menu, then toggle the Onboarding option, or click ""Stop Tour"" on the tour pop-up.";"✅ <strong>Jawaban: C) Activate Developer Mode, open the debug menu, then toggle the Onboarding option, or click ""Stop Tour"" on the tour pop-up.</strong>";"odoo19::introduction"
"<strong>What is the difference between the Discount and Formula Price Types when creating Pricelist Rules?</strong><br><br>A) The Discount type is a simple percentage deduction, while the Formula type can apply complex equations.<br>B) The Discount type applies to all products, while the Formula type can only be applied to specific product categories.<br>C) The Discount type allows you to set a validity period, while the Formula type is applied permanently once created.";"✅ <strong>Jawaban: A) The Discount type is a simple percentage deduction, while the Formula type can apply complex equations.</strong>";"odoo19::sales"
"<strong>Assuming you have enough stock to fulfill an order, what will the scheduled delivery date be when a sales order is confirmed on September 1st -- for a product that has a customer lead time of 5 days, and a security lead time of 2 days?</strong><br><br>A) September 6th<br>B) September 8th<br>C) September 4th";"✅ <strong>Jawaban: A) September 6th</strong>";"odoo19::inventory"
"<strong>When a product has the ""Replenish on Order (MTO)"" checkbox in its Inventory tab checked, a Bill of Materials created, and the Purchase checkbox on its product form is NOT checked, how will Odoo fulfill a sales order that requires replenishment?</strong><br><br>A) When a sales order is confirmed, a Request for Quotation to purchase the product from a vendor will be generated if there is not sufficient inventory for the order<br>B) When a sales order is confirmed, a manufacturing order will be generated if there is not sufficient inventory for the order. The ""Buy"" route is not available.<br>C) When a sales order is confirmed, a delivery order is created, but no other documents are generated because Odoo will expect you to manually create a manufacturing order.";"✅ <strong>Jawaban: B) When a sales order is confirmed, a manufacturing order will be generated if there is not sufficient inventory for the order. The ""Buy"" route is not available.</strong>";"odoo19::mrp"
"<strong>Can any product be used in a sales order?</strong><br><br>A) Yes, all products can be sold.<br>B) No, the product must have the ""Can be Sold"" checkbox checked.<br>C) No, the product must have the ""Available in POS"" checkbox checked under the Sales tab.";"✅ <strong>Jawaban: B) No, the product must have the ""Can be Sold"" checkbox checked.</strong>";"odoo19::sales"
"<strong>A customer is linked to the pricelist 'Retailer.' If you create a quote for this customer, but change the pricelist to 'Consumer' *before* adding products to the quote, what price will be used for the new sale order lines?</strong><br><br>A) A price from the 'Retailer' pricelist.<br>B) A price from the 'Consumer' pricelist.<br>C) The system will ask the user to choose which pricelist to apply.";"✅ <strong>Jawaban: B) A price from the 'Consumer' pricelist.</strong>";"odoo19::sales"
"<strong>When a customer finalizes a purchase in the online store:</strong><br><br>A) Odoo automatically generates a sales order and invoice. The Sales app is not needed for handling online sales.<br>B) Odoo creates a quotation, and the user must manually confirm it into a sales order.<br>C) Odoo automatically generates a sales order, which can then be viewed and managed from the Sales backend.";"✅ <strong>Jawaban: C) Odoo automatically generates a sales order, which can then be viewed and managed from the Sales backend.</strong>";"odoo19::purchase"
"<strong>I've configured a product under 'Sales' and can pull it onto a sales quotation, but it does not appear on my eCommerce shop. Why not?</strong><br><br>A) It needs to be Published on the website first.<br>B) Products created in the Sales app are only available for backend sales. Products for the eCommerce store must be created in the Website app.<br>C) Products cannot be visible on the eCommerce shop if they do not have a positive stock quantity.";"✅ <strong>Jawaban: A) It needs to be Published on the website first.</strong>";"odoo19::sales"
"<strong>How can a survey conclude with a custom message for participants?</strong><br><br>A) Enter a custom message in the Description tab of the survey form.<br>B) Enter a custom message in the Confirmation email settings instead of the survey itself.<br>C) Enter a custom message in the End Message tab of the survey form.";"✅ <strong>Jawaban: C) Enter a custom message in the End Message tab of the survey form.</strong>";"odoo19::survey"
"<strong>Which of the following question types cannot be used to generate leads on a Survey?</strong><br><br>A) Multiple Choice: only one answer.<br>B) Single line text box.<br>C) Matrix.";"✅ <strong>Jawaban: C) Matrix.</strong>";"odoo19::crm"
"<strong>What is the visual effect of setting a high priority on an opportunity?</strong><br><br>A) The opportunity moves to the top of its stage in the Kanban view the next time the pipeline is loaded.<br>B) The opportunity is visually flagged with a priority icon but remains in its current position in the stage.<br>C) The opportunity temporarily appears at the top of the stage until the page is refreshed.";"✅ <strong>Jawaban: A) The opportunity moves to the top of its stage in the Kanban view the next time the pipeline is loaded.</strong>";"odoo19::crm"
"<strong>How many quotations or sales orders can you create from a single opportunity?</strong><br><br>A) Unlimited quotations, but only one sales order.<br>B) As many quotations and sales orders as you want.<br>C) Only one quotation or sales order can be active at a time.";"✅ <strong>Jawaban: B) As many quotations and sales orders as you want.</strong>";"odoo19::sales"
"<strong>Once an opportunity is marked as Won, what can you do with it?</strong><br><br>A) You can no longer edit the opportunity because it is locked.<br>B) All linked quotations are automatically confirmed.<br>C) You can still edit the opportunity.";"✅ <strong>Jawaban: C) You can still edit the opportunity.</strong>";"odoo19::crm"
"<strong>Which of the following factors negatively impacts the AI probability of a lead?</strong><br><br>A) The lead has a valid email address.<br>B) The lead has complete contact information.<br>C) The lead is in a newer stage of the pipeline.";"✅ <strong>Jawaban: C) The lead is in a newer stage of the pipeline.</strong>";"odoo19::crm"
"<strong>When an AI Agent is restricted to Sources, what does that mean?</strong><br><br>A) The agent can only generate text but cannot access tools.<br>B) The agent can only provide answers based on the documents, Knowledge pages, and links defined in its sources.<br>C) The agent will not respond to questions outside the AI app.";"✅ <strong>Jawaban: B) The agent can only provide answers based on the documents, Knowledge pages, and links defined in its sources.</strong>";"odoo19::ai"
"<strong>What is required before an AI Agent can make changes to the Odoo database?</strong><br><br>A) It must be assigned a Topic that includes a Tool allowing database updates, such as Create Lead or Add Tags.<br>B) All agents can make changes to the database by default.<br>C) Agents can make changes to the database unless the Restrict to Sources option is enabled.";"✅ <strong>Jawaban: A) It must be assigned a Topic that includes a Tool allowing database updates, such as Create Lead or Add Tags.</strong>";"odoo19::ai"
"<strong>How can you gather event attendee details, such as ""How did you hear about us?""</strong><br><br>A) With Odoo Studio.<br>B) By sending them an email.<br>C) Adding relevant questions to the Questions tab of an event.";"✅ <strong>Jawaban: C) Adding relevant questions to the Questions tab of an event.</strong>";"odoo19::introduction"
"<strong>How would you automatically communicate information to an event attendee once they register?</strong><br><br>A) Select an email template in the Communication tab of the event, with the trigger ""Before the event starts"".<br>B) Select an email template in the Communication tab of the event, with the trigger ""After each registration"".<br>C) You can only email attendees if they select 'allow emails' on the event registration page.";"✅ <strong>Jawaban: B) Select an email template in the Communication tab of the event, with the trigger ""After each registration"".</strong>";"odoo19::introduction"
"<strong>Which of the following is NOT a valid Marketing Automation activity trigger?</strong><br><br>A) 1 week after an email has bounced.<br>B) 2 days after an email has been forwarded.<br>C) 0 hours after an email has been clicked.";"✅ <strong>Jawaban: B) 2 days after an email has been forwarded.</strong>";"odoo19::introduction"
"<strong>How can you optimize product images on your website?</strong><br><br>A) Upload them from the form view in the backend, where Odoo automatically converts them to the WebP format.<br>B) Upload them from the form view, and click ""Customize"" to resize the image.<br>C) Convert them online then upload them from the frontend of the product page.";"✅ <strong>Jawaban: A) Upload them from the form view in the backend, where Odoo automatically converts them to the WebP format.</strong>";"odoo19::website"
"<strong>How are tags shared between tasks?</strong><br><br>A) Tags are shared between all tasks of a single project<br>B) Tags are shared between all tasks of all projects<br>C) Tags are not shared between tasks";"✅ <strong>Jawaban: B) Tags are shared between all tasks of all projects</strong>";"odoo19::project"
"<strong>What is not carried over from the original task when a recurring task is created?</strong><br><br>A) Tags<br>B) Activities<br>C) Assignees";"✅ <strong>Jawaban: B) Activities</strong>";"odoo19::project"
"<strong>How are project milestones marked as reached?</strong><br><br>A) You mark them as reached manually<br>B) Milestones are automatically marked as reached when all their tasks are marked as done<br>C) Milestones are automatically marked as reached when all the their tasks have been moved to the last Kanban stage";"✅ <strong>Jawaban: A) You mark them as reached manually</strong>";"odoo19::project"
"<strong>What are hours billed at a fixed price?</strong><br><br>A) These are sold hours coming from a sales order that still need to be timesheeted before being invoiced<br>B) These are timesheeted hours linked to a sales order, where the invoicing policy is set to ""prepaid""<br>C) These are the actual timesheeted hours that cannot be invoiced from the sales order";"✅ <strong>Jawaban: B) These are timesheeted hours linked to a sales order, where the invoicing policy is set to ""prepaid""</strong>";"odoo19::introduction"
"<strong>How can you display the rankings on the timesheet leaderboard?</strong><br><br>A) By billing rate and hours invoiced<br>B) By total time and hours invoiced<br>C) By billing rate and total time";"✅ <strong>Jawaban: C) By billing rate and total time</strong>";"odoo19::crm"
"<strong>At which level do you define a billing time target?</strong><br><br>A) At the company level<br>B) At the employee level<br>C) At the project level";"✅ <strong>Jawaban: B) At the employee level</strong>";"odoo19::introduction"
"<strong>Is it possible to still make corrections after the Lock Everything lock date?</strong><br><br>A) No, it represents an absolute block on everything before the date.<br>B) Yes, users with the Adviser role can make corrections using specific tools like the accounting journal, or by cancelling and recreating invoices.<br>C) All users can still make corrections to all types of journal items.";"✅ <strong>Jawaban: A) No, it represents an absolute block on everything before the date.</strong>";"odoo19::pos"
"<strong>How can you register a payment for the full amount of an invoice that uses a payment method with installments?</strong><br><br>A) The only way is to register multiple payments for each installment.<br>B) A single payment can be registered for the full amount directly from the invoice.<br>C) Registering a payment for the full amount will automatically group all installments into one payment record.";"✅ <strong>Jawaban: B) A single payment can be registered for the full amount directly from the invoice.</strong>";"odoo19::accounting"
"<strong>Manually closing a loan will:</strong><br><br>A) Stop the automatic generation of entries for the remaining installments.<br>B) Automatically delete all unposted entries related to the loan.<br>C) Require a manual reconciliation of the outstanding balance.";"✅ <strong>Jawaban: A) Stop the automatic generation of entries for the remaining installments.</strong>";"odoo19::accounting"
"<strong>In the Data menu, what does a warning symbol beside the data source of an inserted list or pivot table mean?</strong><br><br>A) There is a problem preventing the data in the list or pivot table being updated automatically.<br>B) The number of records in the list or pivot table exceeds the maximum allowed, impacting performance.<br>C) There is no list or pivot table related to that data source present in the spreadsheet.";"✅ <strong>Jawaban: C) There is no list or pivot table related to that data source present in the spreadsheet.</strong>";"odoo19::introduction"
"<strong>What is this screen? (Shows ""Welcome to My Company"", ""Check in"", and QR code)</strong><br><br>A) A Frontdesk kiosk<br>B) An Attendances kiosk<br>C) A Visitors kiosk";"✅ <strong>Jawaban: B) An Attendances kiosk</strong>";"odoo19::introduction"
"<strong>Which is NOT a default report available in the Recruitment app?</strong><br><br>A) Application Analysis<br>B) Source Analysis<br>C) Cost Per Hire Analysis";"✅ <strong>Jawaban: C) Cost Per Hire Analysis</strong>";"odoo19::hr"
"<strong>In the Payroll app, where can Pay Runs NOT be created?</strong><br><br>A) The Work Entries dashboard<br>B) The Payslips dashboard<br>C) The Employees dashboard";"✅ <strong>Jawaban: C) The Employees dashboard</strong>";"odoo19::introduction"
"<strong>What are the preconfigured presets for a restaurant?</strong><br><br>A) Delivery, Dine In, and Takeout.<br>B) Pickup, Eat In, and Online delivery.<br>C) Food truck, Restaurant, and Uber.";"✅ <strong>Jawaban: A) Delivery, Dine In, and Takeout.</strong>";"odoo19::pos"
"<strong>When using a Blanket Order, are you able to order more than what was originally specified in the Purchase Agreement?</strong><br><br>A) Yes<br>B) Yes, but only if you are an administrator<br>C) No";"✅ <strong>Jawaban: A) Yes</strong>";"odoo19::purchase"
"<strong>In Odoo, when can a product have multiple reordering rules?</strong><br><br>A) When each rule applies to a different warehouse, location, or route.<br>B) Only when using multiple vendors for the same warehouse<br>C) Never. Each product supports only one rule";"✅ <strong>Jawaban: A) When each rule applies to a different warehouse, location, or route.</strong>";"odoo19::inventory"
"<strong>After confirming a purchase order, what is the purpose of clicking the ""Send PO"" button?</strong><br><br>A) To automatically create a vendor bill based on the confirmed purchase order<br>B) To request internal approval from a user with admin access before the purchase order can be confirmed<br>C) To email the confirmed purchase order to the vendor so they can acknowledge the order and send the vendor bill";"✅ <strong>Jawaban: C) To email the confirmed purchase order to the vendor so they can acknowledge the order and send the vendor bill</strong>";"odoo19::purchase"
"<strong>When creating a new warehouse, configuring which field determines how you'll receive goods?</strong><br><br>A) Buy/Manufacture<br>B) Incoming Shipments<br>C) Routes";"✅ <strong>Jawaban: C) Routes</strong>";"odoo19::inventory"
"<strong>What does 'move entire package' do when activated under the operation types?</strong><br><br>A) When moving a package, all items within that package must be moved together to the new destination.<br>B) Moves entire packages from one warehouse to another.<br>C) When moving a package, a new pack is automatically created at the destination location, and all items are transferred into the new pack.";"✅ <strong>Jawaban: A) When moving a package, all items within that package must be moved together to the new destination.</strong>";"odoo19::introduction"
"<strong>You're reviewing a ""Pack"" operation and want to perform a one-time quality check -- without creating a rule that forces quality checks for all packing operations. How can you do this?</strong><br><br>A) Quality checks cannot be added ad-hoc; you must configure Quality Control Points in the Quality app, locate a location, and create an operation type.<br>B) On the pack operation, click the button to Add an ad-hoc Quality check.<br>C) Create an operation type named ""Quality Check"" and link it to the default packing operation.";"✅ <strong>Jawaban: B) On the pack operation, click the button to Add an ad-hoc Quality check.</strong>";"odoo19::introduction"
"<strong>You create two automatic reordering rules for the same product-one for Warehouse A (Buy route) and one for Warehouse B (Manufacturing route). What happens when stock drops below the minimum in Warehouse B?</strong><br><br>A) Odoo defaults to the Buy route, since Buy is prioritized over Manufacturing.<br>B) Odoo proposes a Buy PO, pending user intervention to specify a different route.<br>C) A proposed manufacturing order is created for the product in Warehouse B.";"✅ <strong>Jawaban: C) A proposed manufacturing order is created for the product in Warehouse B.</strong>";"odoo19::mrp"
"<strong>Two delivery orders are waiting for the same product. Your warehouse uses the ""At Confirmation"" reservation method. Only one delivery can be fulfilled immediately because stock is limited. You decide to star one of the pickings in the Delivery Orders list view. What happens when you check reservations again?</strong><br><br>A) The starred picking gets priority, and the product is reserved for it first.<br>B) The starred picking is fulfilled first only if it has an earlier 'Scheduled Date'.<br>C) Both deliveries remain unreserved until more stock is received.";"✅ <strong>Jawaban: A) The starred picking gets priority, and the product is reserved for it first.</strong>";"odoo19::inventory"
"<strong>You've configured WH/Stock with the LIFO removal strategy. After several deliveries, you notice that items in one product category are being removed FIFO instead. What might cause this?</strong><br><br>A) The product category specifies a removal strategy, which overrides the WH/Stock location removal strategy.<br>B) LIFO is only supported for products tracked by lots/serial numbers; other products fall back to FIFO.<br>C) The products in this category don't have expiration dates, which are required for LIFO.";"✅ <strong>Jawaban: A) The product category specifies a removal strategy, which overrides the WH/Stock location removal strategy.</strong>";"odoo19::inventory"
"<strong>I CANNOT set the capacity on a location by:</strong><br><br>A) Product<br>B) Package Type<br>C) Volume";"✅ <strong>Jawaban: C) Volume</strong>";"odoo19::introduction"
"<strong>You manufacture a product using either standard materials or premium materials. How can this be modeled in Odoo?</strong><br><br>A) Create multiple BoMs for the same product, each with a different component list<br>B) Create a normal product and a premium product, and assign a unique BoM to each<br>C) Create one BoM and change the components manually for each order";"✅ <strong>Jawaban: A) Create multiple BoMs for the same product, each with a different component list</strong>";"odoo19::introduction"
"<strong>Can you define a work order operation without a work center?</strong><br><br>A) Yes, but no work order will be generated<br>B) No, defining a work center is mandatory<br>C) Yes, but only if the 'Work Orders' setting is NOT enabled";"✅ <strong>Jawaban: B) No, defining a work center is mandatory</strong>";"odoo19::mrp"
"<strong>Is it possible to specify product-specific capacities for work centers?</strong><br><br>A) Yes<br>B) No<br>C) No, you must create different work centers";"✅ <strong>Jawaban: A) Yes</strong>";"odoo19::mrp"
"<strong>How do you activate work order dependencies on BoMs?</strong><br><br>A) Work order dependencies are activated by default<br>B) Work order dependencies must be activated from Manufacturing settings<br>C) Work order dependencies must be activated in the Manufacturing settings, as well as on the 'Miscellaneous' tab for each specific BoM";"✅ <strong>Jawaban: C) Work order dependencies must be activated in the Manufacturing settings, as well as on the 'Miscellaneous' tab for each specific BoM</strong>";"odoo19::mrp"
"<strong>How can you ensure users can only choose a year and a month in a date selector, rather than a day?</strong><br><br>A) Set the Date format to Numeric and disable 'Show Day'.<br>B) Set the 'Minimal Precision' field to 'Month' and the 'Maximal Precision' field to 'Year'.<br>C) Enable 'Show Year' and 'Show Month'.";"✅ <strong>Jawaban: C) Enable 'Show Year' and 'Show Month'.</strong>";"odoo19::introduction"
